study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_001,I am jealous of others [Parent; ASR item 27],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_002,I feel that I have to be perfect [Parent; ASR item 32],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_003,My relations with neighbors are poor [Parent; ASR item 38],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_004,I feel overwhelmed by my responsibilities [Parent; ASR item 44],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_005,I pick my skin or other parts of my body [Parent; ASR item 58],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_006,I am poorly coordinated or clumsy [Parent; ASR item 62],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_007,I have a speech problem [Parent; ASR item 79],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_008,I am easily bored [Parent; ASR item 83],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_009,I think about sex too much [Parent; ASR item 96],no,maybe sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_010,I dislike staying in one place for very long [Parent; ASR item 99],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr_011,I wish I were of the opposite sex [Parent; ASR item 110],no,maybe sensitive,identities,sex and gender,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__antsoc_001,I damage or destroy things belonging to others [Parent; ASR item 21],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__antsoc_002,I drive too fast [Parent; ASR item 120],no,not sensitive,caregiver psychopathology,externalizing,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__anx_001,"I am afraid of certain animals, situations, or places [Parent; ASR item 29]",no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__anx_002,I worry about my family [Parent; ASR item 72],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__avoid_001,I am too shy or timid [Parent; ASR item 75],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__dep_001,I don't eat as well as I should [Parent; ASR item 24],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__dep_002,I sleep more than most other people during day and/or night [Parent; ASR item 77],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__hypimp_001,I have trouble sitting still [Parent; ASR item 10],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__hypimp_002,I rush into things without considering the risks [Parent; ASR item 89],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__othpr__hypimp_003,I feel restless or fidgety [Parent; ASR item 115],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule_001,"I use drugs (other than alcohol, nicotine) for nonmedical purposes [Parent; ASR item 06]",no,maybe sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule_002,I damage or destroy my things [Parent; ASR item 20],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule_003,I drink too much alcohol or get drunk [Parent; ASR item 90],no,not sensitive,caregiver psychopathology,externalizing,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule_004,I have trouble managing my money or credit card [Parent; ASR item 117],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_001,I break rules at work or elsewhere [Parent; ASR item 23],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_002,I don't feel guilty after doing something I shouldn't [Parent; ASR item 26],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_003,I hang around people who get into trouble [Parent; ASR item 39],no,not sensitive,caregiver psychopathology,externalizing,friends’ conduct problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_004,I lie or cheat [Parent; ASR item 43],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_005,My behavior is irresponsible [Parent; ASR item 76],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_006,I steal [Parent; ASR item 82],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_007,I do things that may cause me trouble with the law [Parent; ASR item 92],no,maybe sensitive,caregiver psychopathology,externalizing,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_008,I fail to pay my debts or meet other financial responsibilities [Parent; ASR item 114],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__antsoc_009,I have trouble keeping a job [Parent; ASR item 122],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__rule__hypimp_001,I am impulsive or act without thinking [Parent; ASR item 41],no,not sensitive,caregiver psychopathology,externalizing,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som_001,I feel dizzy or lightheaded [Parent; ASR item 51],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__dep_001,I feel tired without good reason [Parent; ASR item 54],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__dep_002,I have trouble sleeping [Parent; ASR item 100],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_001,Physical problems without known physical cause: Aches or pains (not stomach or headaches) [Parent; ASR item 56a],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_002,Physical problems without known physical cause: Headaches [Parent; ASR item 56b],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_003,"Physical problems without known physical cause: Nausea, feel sick [Parent; ASR item 56c]",no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_004,Physical problems without known physical cause: Problems with eyes (not if corrected by glasses) [Parent; ASR item 56d],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_005,Physical problems without known physical cause: Rashes or other skin problems [Parent; ASR item 56e],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_006,Physical problems without known physical cause: Stomachaches [Parent; ASR item 56f],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_007,"Physical problems without known physical cause: Vomiting, throwing up [Parent; ASR item 56g]",no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_008,Physical problems without known physical cause: Heart pounding or racing [Parent; ASR item 56h],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__som__somat_009,Physical problems without known physical cause: Numbness or tingling in body parts [Parent; ASR item 56i],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_001,I make good use of my opportunities [Parent; ASR item 02],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_002,I work up to my ability [Parent; ASR item 04],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_003,I am pretty honest [Parent; ASR item 15],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_004,I can do certain things better than other people [Parent; ASR item 49],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_005,I meet my responsibilities to my family [Parent; ASR item 73],no,not sensitive,caregiver psychopathology,other psychopathology,parental nurturance
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_006,I stand up for my rights [Parent; ASR item 80],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_007,I enjoy being with people [Parent; ASR item 88],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_008,I like to help others [Parent; ASR item 998],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_009,I try to be fair to others [Parent; ASR item 106],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_010,I like to try new things [Parent; ASR item 109],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__strng_011,I am a happy person [Parent; ASR item 123],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_001,I can't get my mind off certain thoughts [Parent; ASR item 09],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_002,I hear sounds and voices that other people think aren't there [Parent; ASR item 40],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_003,Parts of my body twitch or make nervous movements [Parent; ASR item 46],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_004,I would rather be with older people than with people of my own age [Parent; ASR item 63],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_005,I repeat certain acts over and over [Parent; ASR item 66],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__tho_006,I see things that other people think aren't there [Parent; ASR item 70],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
